id,price,year,odometer,cylinders,transmission,drive,type,paint_color,size,title_status,condition,fuel,state,manufacturer,description_length,description_credit,description_owner,description_badcredit
7236020420,11993,2005,155412,8,automatic,4wd,truck,white,,clean,excellent,gas,az,chevrolet,567,0,1,0
7236503968,39999,2018,,,automatic,,,,,clean,,diesel,tx,ram,2706,1,1,0
7230539992,6499,2005,171168,4,automatic,,sedan,,,clean,excellent,gas,ca,honda,3331,1,0,0
7237846244,6980,2011,,,automatic,,,,,clean,,gas,al,chevrolet,473,0,0,0
7235933414,39995,2019,66340,,automatic,,pickup,black,,clean,excellent,gas,mt,ram,2332,0,0,0
7235935405,5000,2012,172000,8,automatic,4wd,SUV,,,clean,good,gas,ny,dodge,180,0,0,0
7236465757,19000,2009,152000,10,automatic,4wd,,,,clean,,gas,me,ford,1400,0,0,0
7240671682,31995,2015,99198,8,other,4wd,pickup,black,,clean,,,ca,ford,4536,0,0,0
7238189302,7999,2011,78000,6,automatic,fwd,van,grey,,rebuilt,,gas,pa,nissan,3618,0,1,0
7235781711,31900,2016,147513,,automatic,,,,,clean,,gas,va,ford,1176,1,1,0
7225395590,12997,2013,125119,6,automatic,4wd,SUV,blue,mid-size,clean,excellent,gas,in,gmc,2266,1,1,0
7240469533,7999,2002,88000,8,manual,rwd,coupe,red,,rebuilt,excellent,gas,nc,ford,1129,0,0,0
7231847840,29990,2017,38793,6,automatic,,SUV,blue,,clean,good,gas,in,ford,4253,1,0,0
7238137364,18990,2019,8445,,other,fwd,hatchback,blue,,clean,good,gas,dc,toyota,4625,1,0,0
7238489763,6495,2008,114675,6,automatic,fwd,SUV,grey,,clean,,gas,az,hyundai,6239,1,0,1
7229378928,4500,1997,250000,8,automatic,4wd,pickup,green,full-size,clean,fair,gas,va,chevrolet,184,0,0,0
7240048364,23900,2017,51251,6,automatic,4wd,pickup,silver,,rebuilt,excellent,gas,co,chevrolet,3091,1,1,0
7237751663,13995,2008,112788,6,automatic,4wd,SUV,green,,clean,,gas,ny,jeep,2528,0,1,0
7239648135,5700,2001,78300,4,manual,rwd,convertible,silver,compact,salvage,excellent,gas,ca,mazda,355,0,0,0
7237495966,3650,2007,135000,6,automatic,4wd,SUV,silver,mid-size,clean,excellent,gas,ny,mitsubishi,314,0,0,0
7233472708,36990,2014,46410,8,automatic,rwd,coupe,,,clean,good,gas,mo,mercedes-benz,5205,1,0,0
7239882031,29999,2017,38199,,automatic,,SUV,grey,full-size,clean,like new,gas,ga,ford,361,0,0,0
7239865724,5500,2008,93400,4,automatic,fwd,sedan,blue,,rebuilt,excellent,hybrid,wa,honda,719,0,0,0
7228512655,9226,2013,89131,,automatic,fwd,mini-van,,,clean,excellent,gas,oh,dodge,5639,1,1,1
7233174130,25995,2017,,,automatic,,,white,,clean,excellent,gas,wi,ford,234,0,0,0
7240874339,2500,2004,180000,4,automatic,,hatchback,black,,clean,good,gas,oh,hyundai,147,0,0,0
7231829059,28990,2017,28466,6,automatic,4wd,pickup,red,,clean,good,gas,nc,chevrolet,4592,1,0,0
7235692777,10990,2016,35427,,other,fwd,hatchback,blue,,clean,good,electric,pa,chevrolet,4172,1,0,0
7239242154,21995,2013,188672,,automatic,4wd,pickup,,,clean,,diesel,fl,chevrolet,2829,1,0,0
7227921012,17000,2001,124500,,automatic,4wd,pickup,,full-size,clean,excellent,diesel,ut,ram,383,0,1,0
7231914880,19999,2013,114629,8,automatic,4wd,pickup,red,,clean,excellent,gas,oh,ford,1600,1,0,1
7237633233,9600,2014,79552,,automatic,fwd,sedan,white,,clean,,gas,ny,dodge,4102,0,0,0
7227150928,11999,2011,53792,6,automatic,4wd,sedan,red,full-size,clean,excellent,gas,pa,subaru,273,0,0,0
7240092938,25995,2017,144220,8,automatic,4wd,truck,brown,,clean,,gas,or,ford,5007,1,1,0
7239659419,18500,2013,62469,6,automatic,4wd,SUV,red,full-size,clean,new,gas,ma,toyota,102,0,0,0
7239054154,36999,2015,69685,,automatic,4wd,truck,blue,,clean,,gas,wa,gmc,4994,1,1,1
7237688103,17019,2013,181231,8,automatic,4wd,truck,silver,,clean,excellent,gas,ia,ram,6875,1,0,0
7240983127,6800,2003,43,,automatic,,,,,clean,,gas,fl,cadillac,830,0,0,0
7240363058,30990,2019,6428,,other,4wd,pickup,white,,clean,good,gas,nc,ford,4440,1,0,0
7230839262,25925,2018,41218,6,automatic,fwd,SUV,silver,,clean,,gas,ky,chevrolet,5249,1,1,0
7233161503,9500,2015,144269,5,automatic,rwd,sedan,silver,full-size,clean,good,gas,md,volvo,599,0,1,0
7240405588,10998,2012,143781,,automatic,4wd,,red,,clean,,gas,mn,jeep,4173,0,0,0
7235839340,11500,2014,51191,,automatic,fwd,hatchback,blue,,clean,,other,oh,toyota,2749,1,0,0
7231313658,28990,2014,42996,8,other,4wd,pickup,red,,clean,good,gas,ks,gmc,4408,1,0,0
7238211386,7495,2008,,,automatic,,,,,clean,,gas,sd,buick,543,0,0,0
7236658418,24900,2013,55000,,automatic,,,,,clean,,gas,mt,chevrolet,161,0,0,0
7226622553,17595,2017,21263,4,automatic,4wd,SUV,,,clean,like new,gas,ny,ford,1822,1,0,1
7234294555,10500,2006,203747,6,automatic,4wd,SUV,grey,,clean,excellent,gas,nj,toyota,101,0,0,0
7240723368,29500,1934,16000,8,automatic,rwd,coupe,red,full-size,clean,like new,gas,nv,ford,796,0,0,0
7232184641,6800,2006,82000,6,automatic,,,,,clean,excellent,gas,ga,cadillac,194,0,0,0
7234055909,29990,2017,18181,6,other,4wd,other,white,,clean,good,gas,in,jeep,5088,1,0,0
7230848264,37590,2017,39167,8,other,4wd,pickup,red,,clean,good,gas,az,ram,4524,1,0,0
7234224738,2000,2007,180000,6,automatic,fwd,sedan,silver,mid-size,clean,good,gas,il,chevrolet,158,0,0,0
7236244910,2200,2008,167175,4,automatic,4wd,SUV,red,,clean,good,gas,ny,jeep,469,0,1,0
7240935098,19990,2013,25516,6,other,fwd,sedan,white,,clean,good,gas,ca,cadillac,4495,1,0,0
7229174794,28990,2012,95413,6,other,4wd,SUV,black,,clean,good,gas,in,toyota,4226,1,0,0
7229346796,36499,2015,83724,8,automatic,4wd,SUV,,,clean,excellent,gas,wv,cadillac,5230,1,0,1
7234315910,49999,2018,24986,,automatic,4wd,truck,black,,clean,,gas,wa,ford,5240,1,0,1
7232531960,26990,2016,43881,6,automatic,,sedan,blue,,clean,good,gas,nj,audi,4530,1,0,0
7240036813,3699,2007,91368,6,automatic,,SUV,silver,,clean,,gas,tx,chevrolet,1777,1,0,1
7226168941,6999,2012,123097,4,automatic,rwd,sedan,custom,,clean,good,gas,nc,honda,1036,1,0,1
7239883128,20950,2016,64000,6,automatic,4wd,wagon,white,mid-size,clean,like new,gas,az,ford,890,1,0,0
7227955112,4495,2013,152359,,automatic,,,,,clean,,gas,mi,dodge,3158,0,0,0
7235166518,11750,2014,90000,4,automatic,fwd,sedan,black,mid-size,rebuilt,excellent,gas,oh,honda,801,0,0,0
7235728845,18990,2011,97792,8,other,,sedan,,,clean,good,gas,mi,lexus,4440,1,0,0
7234458757,14500,1982,,,automatic,,,,,clean,,gas,sc,chevrolet,579,0,0,0
7233154678,17495,2014,112693,6,other,,sedan,black,,,,gas,tn,mercedes-benz,3765,0,0,0
7235918905,15495,2012,,,automatic,,,,,clean,,gas,ny,chevrolet,396,0,0,0
7227966554,43990,2017,30909,8,automatic,4wd,pickup,silver,,clean,good,gas,ca,gmc,4388,1,0,0
7234812197,14995,2016,,,automatic,,,,,clean,,gas,mn,nissan,152,0,0,0
7229371230,16000,2006,,8,automatic,fwd,pickup,white,full-size,clean,excellent,diesel,nc,ford,102,0,1,0
7239919153,12990,2014,24637,,other,fwd,other,blue,,clean,good,gas,mo,chevrolet,4333,1,0,0
7236744492,18000,1979,,8,automatic,4wd,SUV,white,full-size,clean,excellent,gas,nc,,584,0,0,0
7234667773,9995,2011,121276,,automatic,fwd,sedan,,,clean,excellent,gas,pa,toyota,6860,1,0,1
7239832842,11500,2007,185000,8,automatic,4wd,SUV,red,full-size,clean,good,gas,co,rover,2725,0,0,0
7240952962,11500,2015,89039,6,automatic,4wd,sedan,grey,,clean,excellent,gas,wi,chrysler,1487,0,0,0
7233526842,30390,2018,40918,6,automatic,4wd,SUV,white,,clean,,gas,oh,ford,2825,0,0,0
7232752216,17900,2019,,4,automatic,fwd,sedan,red,mid-size,clean,like new,gas,ar,toyota,895,1,0,0
7240931445,36990,2019,13368,8,other,4wd,pickup,red,,clean,good,gas,ny,ram,4607,1,0,0
7237635618,37990,2014,59843,8,automatic,4wd,other,red,,clean,good,gas,fl,rover,4621,1,0,0
7230739173,11000,2006,95000,8,automatic,4wd,pickup,blue,full-size,clean,good,gas,mi,ram,516,0,0,0
7227065992,26990,2016,43092,6,other,4wd,pickup,silver,,clean,good,gas,co,chevrolet,4416,1,0,0
7240502021,6300,2008,100500,4,automatic,,,,,clean,excellent,gas,ca,subaru,230,0,0,0
7230025081,11488,2012,114328,6,automatic,fwd,SUV,silver,full-size,clean,good,gas,or,kia,2517,0,0,0
7240214476,17991,2016,54152,4,automatic,fwd,hatchback,silver,,clean,,gas,or,lexus,1152,0,0,0
7239840591,7299,2015,55000,4,automatic,,,,,clean,excellent,gas,tx,chevrolet,279,0,0,0
7234487692,14985,2012,83810,,automatic,4wd,SUV,silver,,clean,excellent,gas,ca,bmw,,0,0,0
7238440991,4995,2003,134442,,automatic,fwd,sedan,green,,clean,,gas,fl,toyota,2598,1,0,0
7235200770,18500,2017,18358,4,automatic,fwd,SUV,black,,clean,,gas,mi,ford,5781,0,0,0
7238755244,13000,2016,96000,6,automatic,fwd,SUV,grey,full-size,clean,good,gas,oh,dodge,196,0,0,0
7238321556,11650,2011,86406,,automatic,fwd,SUV,,,clean,,gas,fl,dodge,2686,1,0,1
7240962406,20995,2017,20500,4,automatic,,SUV,custom,,clean,,,il,hyundai,7135,0,0,0
7240682916,37951,2019,55844,,automatic,fwd,other,black,,clean,,gas,tx,chevrolet,2993,1,0,1
7237394433,6995,2008,131000,6,manual,rwd,truck,black,,clean,excellent,gas,az,ford,428,0,0,0
7224740897,11500,2016,,,automatic,fwd,SUV,blue,,clean,,gas,oh,chevrolet,2149,0,1,0
7240147237,3500,2011,117000,,automatic,,,,,rebuilt,good,gas,fl,nissan,140,0,0,0
7239684340,2499,2001,130000,6,automatic,fwd,sedan,white,mid-size,clean,good,gas,tx,toyota,123,0,0,0
7239672194,25990,2018,43497,4,automatic,4wd,SUV,,,clean,excellent,gas,ca,subaru,3582,1,0,0
7239217234,7999,2014,103317,,automatic,,sedan,blue,compact,clean,,gas,,ford,2131,1,0,1
7225877284,4750,2009,174000,,automatic,,mini-van,,,clean,excellent,gas,mt,chrysler,307,0,0,0
7240649039,33995,2018,24410,,automatic,fwd,wagon,white,,clean,,gas,ca,toyota,2930,1,0,0
7234222464,27990,1999,99272,,automatic,4wd,pickup,white,,clean,,diesel,,ford,4574,1,0,0
7229272658,4000,2011,70000,4,automatic,,SUV,black,,clean,excellent,gas,oh,kia,694,0,0,0
7238361091,19999,2017,46686,4,automatic,4wd,sedan,grey,full-size,clean,excellent,gas,ak,ford,1269,0,0,0
7239271382,5600,2004,113600,4,automatic,fwd,sedan,grey,,clean,good,gas,nc,toyota,253,0,1,0
7236916814,3000,1993,190000,8,automatic,rwd,sedan,silver,compact,clean,fair,gas,al,ford,241,0,0,0
7232703874,11400,2013,112870,4,automatic,fwd,hatchback,blue,,clean,good,gas,fl,mazda,3816,0,0,0
7237852565,38995,2016,72676,8,automatic,4wd,truck,,,clean,excellent,gas,ia,gmc,3172,0,0,0
7240085830,22900,2015,70000,6,automatic,4wd,SUV,white,,clean,,gas,me,jeep,602,1,1,0
7226911008,27990,2013,37381,6,other,4wd,other,silver,,clean,good,gas,az,jeep,4793,1,0,0
7237960411,36999,2017,31282,,automatic,4wd,truck,silver,,clean,,gas,wa,ford,4874,1,1,1
7237337176,15998,2017,46475,4,automatic,fwd,sedan,,,clean,,gas,mt,volkswagen,5624,1,1,0
7235283412,5950,2005,,,automatic,,,,,clean,,hybrid,ca,toyota,740,0,0,0
7226566017,17900,2010,102000,8,automatic,4wd,SUV,red,full-size,clean,excellent,gas,in,ford,717,0,1,0
7240408099,15988,2018,49523,,automatic,fwd,,,,clean,,gas,tn,hyundai,4652,0,0,0
7240098473,16700,2005,135000,4,manual,4wd,sedan,black,sub-compact,clean,excellent,gas,id,subaru,4793,1,0,1
7230309758,6495,2011,155839,,automatic,,,,,clean,,gas,mi,chevrolet,5027,0,1,0
7232537780,11998,2015,120673,4,automatic,4wd,wagon,blue,mid-size,clean,good,gas,vt,subaru,135,0,0,0
7234318343,6200,2003,,,automatic,,,,,clean,,gas,ma,nissan,355,0,0,0
7239842802,14500,1963,10000,4,manual,rwd,,brown,compact,clean,excellent,gas,az,volkswagen,207,0,0,0
7235013832,35990,2011,98579,6,automatic,4wd,truck,white,full-size,clean,good,diesel,ny,ram,2773,0,1,0
7229710143,11990,2011,93098,,automatic,fwd,wagon,blue,,clean,good,gas,va,volkswagen,4731,1,0,0
7228080117,7950,2007,173850,4,automatic,4wd,SUV,silver,,clean,,gas,nc,toyota,428,0,1,0
7225897966,14950,2004,92000,10,manual,4wd,pickup,white,full-size,clean,excellent,gas,mt,ford,401,0,0,0
7213843538,24999,,,,,,,,,,,,wa,,0,0,0,0
7229885898,37938,2017,34017,,manual,rwd,,,,clean,,gas,ar,dodge,9590,1,0,1
7225772853,16990,2014,47113,,other,,SUV,,,clean,good,gas,ky,honda,4015,1,0,0
7237359768,17990,2010,50021,6,other,fwd,other,blue,,clean,good,gas,wy,lexus,4545,1,0,0
7239974771,3500,2017,30077,4,automatic,4wd,sedan,white,full-size,clean,excellent,gas,tx,mercedes-benz,981,1,0,1
7240891966,20990,2014,46626,,automatic,,hatchback,white,,clean,good,gas,ca,subaru,4970,1,0,0
7233394415,21995,2009,221709,8,automatic,4wd,pickup,blue,,clean,,diesel,tn,chevrolet,1952,1,0,1
7230924634,11995,2014,75766,,automatic,,hatchback,,,clean,good,hybrid,ar,toyota,2716,0,0,0
7229365395,9999,2008,,,automatic,,,,,clean,,gas,tx,gmc,2686,1,0,0
7236377714,19495,2012,61000,8,manual,rwd,coupe,grey,full-size,clean,excellent,gas,id,dodge,350,0,0,0
7238449347,3200,2006,160000,6,automatic,rwd,sedan,black,mid-size,clean,good,gas,ny,bmw,171,0,0,0
7236824784,10500,2012,91700,8,automatic,4wd,truck,red,,rebuilt,good,gas,ny,ram,670,0,0,0
7238764441,7900,2015,110105,4,automatic,fwd,,black,,clean,good,gas,dc,hyundai,250,0,0,0
7239479902,37590,2019,9316,8,other,4wd,pickup,red,,clean,good,other,oh,ford,5109,1,0,0
7234607356,19590,2011,54364,,automatic,,coupe,,,clean,good,gas,az,audi,4270,1,0,0
7239193822,42990,2017,73132,,automatic,4wd,pickup,black,,clean,,gas,me,ford,2099,0,0,0
7240724802,21800,2018,73000,8,automatic,rwd,SUV,black,full-size,rebuilt,like new,gas,tx,gmc,162,0,0,0
7239259510,14000,1996,155396,,automatic,4wd,truck,,full-size,clean,good,diesel,ny,ram,508,0,0,0
7237572094,45990,2020,4281,,automatic,,other,white,,clean,good,gas,ca,jaguar,4036,1,0,0
7238992777,2300,2003,139100,4,automatic,4wd,SUV,silver,,clean,fair,gas,il,jeep,334,0,0,0
7233083388,38999,2017,117368,,automatic,,,,,clean,,diesel,ok,ram,2797,1,0,0
7238172174,28990,2016,9132,6,other,,pickup,white,,clean,good,gas,ks,toyota,4682,1,0,0
7236903577,14900,2002,134000,8,automatic,rwd,truck,white,full-size,clean,excellent,gas,ny,chevrolet,670,0,0,0
7235671341,9900,2014,71533,5,automatic,fwd,coupe,grey,full-size,clean,excellent,gas,fl,volkswagen,4704,0,1,0
7234731844,18500,2011,97300,8,automatic,4wd,,black,,clean,excellent,gas,mi,chevrolet,404,0,0,0
7226333087,20990,2012,37234,8,other,rwd,coupe,red,,clean,good,gas,tn,ford,4209,1,0,0
7240045864,11450,2013,122099,4,automatic,4wd,SUV,orange,mid-size,clean,excellent,gas,co,hyundai,2252,1,0,0
7227158661,45999,2018,50379,,automatic,4wd,pickup,,,clean,,other,wy,ram,6075,1,1,0
7238123395,6995,2005,179000,8,automatic,4wd,sedan,white,full-size,clean,good,gas,oh,ford,222,0,0,0
7239387070,10900,2007,150665,,other,,bus,white,,clean,,gas,wi,ford,815,0,0,0
7236600421,8495,2015,99818,4,automatic,4wd,sedan,grey,,clean,good,gas,or,volkswagen,1640,1,1,0
7225378688,25998,2014,100209,,automatic,4wd,truck,,,clean,,diesel,mt,ram,4820,1,1,0
7236949632,25988,2017,,,automatic,4wd,,,,clean,,gas,mo,nissan,4489,1,0,1
7234262759,14977,2016,42257,4,automatic,fwd,SUV,grey,mid-size,clean,excellent,gas,mo,nissan,298,0,0,0
7240593384,6495,2008,104000,,automatic,,,,,clean,,gas,mn,jeep,435,0,1,0
7233303659,8500,2014,152000,,automatic,,,,,clean,,gas,oh,ford,183,0,0,0
7238029867,11800,2013,136000,6,automatic,4wd,SUV,black,mid-size,clean,excellent,gas,ny,gmc,267,0,0,0
7237336142,19480,2019,31189,4,automatic,4wd,SUV,black,,clean,,gas,ak,hyundai,3512,0,0,0
7229021300,30990,2014,49863,8,automatic,4wd,pickup,red,,clean,good,other,ct,chevrolet,4551,1,0,0
7233909613,25000,2016,71655,6,automatic,4wd,wagon,blue,mid-size,lien,excellent,gas,in,subaru,1087,0,0,0
7234367213,13999,2019,41492,4,automatic,fwd,sedan,white,,clean,,gas,ca,nissan,1007,0,0,0
7236265943,18990,2018,5911,,automatic,fwd,sedan,black,,clean,good,other,co,mazda,4367,1,0,0
7233454569,11500,1987,,,automatic,,,,,clean,,gas,in,ford,30,0,0,0
7235513743,7900,2011,76087,4,automatic,fwd,sedan,white,compact,clean,excellent,gas,fl,toyota,1693,0,0,0
7240176325,14950,2012,129037,8,automatic,4wd,truck,red,full-size,clean,excellent,gas,ky,ford,643,0,1,0
7237638280,12394,2019,61576,4,automatic,fwd,SUV,silver,,clean,,gas,pa,chevrolet,6570,1,1,1
7240921883,6995,2010,139500,4,automatic,fwd,sedan,grey,mid-size,clean,good,gas,ks,toyota,1107,0,1,0
7239765765,4800,2016,76500,4,automatic,fwd,,,,salvage,excellent,gas,tx,nissan,64,0,0,0
7237290559,2750,2005,202000,4,automatic,,sedan,white,,rebuilt,good,gas,or,subaru,1629,1,1,0
7239931779,18999,2019,39365,,automatic,fwd,sedan,black,,clean,,gas,wa,nissan,4606,1,1,1
7227732388,8750,2007,264000,8,automatic,,,,,clean,,diesel,ne,chevrolet,71,0,0,0
7240089109,4995,2009,78397,6,automatic,fwd,sedan,silver,,clean,excellent,gas,az,chevrolet,2894,1,0,1
7240699772,3500,2010,120000,,automatic,,,,,clean,,gas,fl,ford,328,0,0,0
7240901180,30990,2017,28773,8,automatic,4wd,pickup,black,,clean,good,gas,fl,chevrolet,4584,1,0,0
7235450501,10000,1967,,,other,,,,,clean,,gas,az,pontiac,105,0,0,0
7228603915,3995,2007,252594,4,automatic,fwd,sedan,red,mid-size,clean,excellent,gas,ky,toyota,1270,0,1,0
7234905215,11999,2014,89911,6,automatic,4wd,SUV,white,mid-size,clean,excellent,gas,or,dodge,713,1,0,1
7237466449,36498,2017,15079,,automatic,fwd,pickup,black,,clean,,gas,fl,ram,2499,1,0,0
7236783569,7900,2014,153000,6,automatic,4wd,,black,,clean,good,gas,mi,chrysler,2283,1,1,1
7237466274,7500,2010,94899,6,automatic,fwd,sedan,green,,clean,excellent,gas,tx,honda,3860,1,0,1
7229208471,2200,2003,250000,8,automatic,rwd,SUV,white,full-size,clean,fair,gas,sc,chevrolet,79,0,0,0
7236850262,18977,2018,23950,6,automatic,4wd,SUV,grey,,clean,,gas,ne,dodge,5922,1,0,0
7233276755,4500,2006,89560,6,automatic,fwd,sedan,white,mid-size,clean,excellent,gas,tx,cadillac,280,0,0,0
7239827292,10990,2016,63949,,other,fwd,sedan,blue,,clean,good,gas,ny,chevrolet,4239,1,0,0
7236440613,9488,2013,87050,5,automatic,fwd,sedan,grey,,clean,,,co,volkswagen,1695,0,0,0
7233813928,8495,2012,111400,6,automatic,4wd,SUV,silver,mid-size,clean,good,gas,mn,jeep,129,0,0,0
7240230128,13000,2011,35679,6,automatic,4wd,sedan,red,full-size,clean,excellent,gas,vt,buick,466,0,1,0
7240638501,15900,2008,131020,6,other,4wd,SUV,white,,clean,,gas,ca,toyota,3088,0,0,0
7240664120,3500,2001,146000,6,automatic,4wd,SUV,black,mid-size,clean,good,gas,ca,ford,168,0,0,0
7238146436,23990,2012,11425,8,other,rwd,coupe,red,,clean,good,gas,mi,ford,4209,1,0,0
7226744015,7499,2009,110453,4,automatic,fwd,hatchback,silver,,clean,,gas,ca,toyota,1330,0,0,0
7233130219,12988,2017,,6,automatic,fwd,mini-van,black,,clean,excellent,gas,ca,dodge,4052,1,0,1
7225887286,12495,2011,122000,8,automatic,rwd,sedan,blue,mid-size,clean,good,gas,ks,chrysler,781,1,0,0
7240558629,4250,2006,164567,6,automatic,4wd,SUV,red,,clean,good,gas,fl,chevrolet,312,0,0,0
7238867864,6995,2012,208463,8,automatic,rwd,truck,silver,full-size,clean,excellent,gas,mo,nissan,555,0,0,0
7240453763,15999,2016,74285,,automatic,4wd,sedan,black,,clean,,gas,mn,ford,3521,1,0,0
7226954331,31737,2015,58536,,automatic,4wd,pickup,,,clean,,gas,ar,chevrolet,9893,1,0,1
7239534881,30998,2016,39901,6,automatic,4wd,SUV,grey,mid-size,clean,,gas,md,jeep,,0,0,0
7232394963,5000,1997,111000,6,automatic,fwd,sedan,grey,full-size,clean,excellent,gas,il,,416,0,1,0
7235588156,5500,2009,,4,automatic,4wd,sedan,silver,full-size,clean,excellent,hybrid,fl,toyota,393,0,0,0
7229474727,6999,2012,123097,4,automatic,rwd,sedan,custom,,clean,good,gas,nc,honda,1036,1,0,1
7235946593,2800,2008,256000,4,automatic,4wd,,,,clean,good,gas,wi,subaru,82,0,0,0
7240944954,11990,2016,69347,,automatic,fwd,,white,,clean,,gas,ca,hyundai,3598,0,0,0
7229955495,16995,2011,,,manual,,,,,clean,,diesel,tx,ram,2533,1,0,0
7240638250,4200,2003,197888,6,automatic,fwd,sedan,silver,mid-size,clean,excellent,gas,in,toyota,2535,1,0,1
7236571111,7995,2014,110000,,automatic,,,,,clean,,gas,ny,chevrolet,643,1,0,0
7237397729,3650,2005,,6,automatic,4wd,SUV,black,mid-size,clean,excellent,gas,pa,acura,517,0,0,0
7225329301,8988,2012,169385,6,automatic,4wd,SUV,black,full-size,clean,good,gas,pa,kia,1071,0,1,0
7232134124,9400,2011,,4,automatic,fwd,mini-van,silver,compact,clean,good,gas,tn,ford,802,0,1,0
7235180967,16999,2016,111941,,automatic,,,blue,,clean,,gas,mn,chevrolet,6338,1,0,1
7237530785,39051,2016,33408,,automatic,4wd,other,silver,,clean,,gas,tx,jeep,3151,1,0,1
7237937732,23980,2015,,,automatic,4wd,,green,,clean,,other,il,ram,,0,0,0
7235489562,2900,2004,,,automatic,,,,,clean,excellent,gas,pa,nissan,143,0,0,0
7235624406,34990,2018,11086,6,automatic,,sedan,black,,clean,good,gas,ca,lincoln,4193,1,0,0
7229413890,28462,2019,,,automatic,,,,,clean,,gas,fl,chevrolet,1924,1,0,1
7234718398,12500,2016,93700,6,automatic,fwd,hatchback,silver,compact,clean,excellent,gas,ny,toyota,162,0,1,0
7233866120,3500,2003,151670,,automatic,4wd,,,,clean,,gas,md,ford,87,0,0,0
7224822496,19990,2017,30725,6,automatic,4wd,SUV,silver,,clean,good,other,ri,mitsubishi,4176,1,0,0
7239935837,11988,2010,,6,automatic,fwd,SUV,white,,clean,excellent,gas,ca,cadillac,4529,1,0,1
7239807410,8500,2010,,,automatic,,hatchback,black,sub-compact,clean,,gas,fl,mini,4241,0,0,0
7231333104,24590,2017,7240,,other,rwd,other,silver,,clean,good,gas,nc,chevrolet,4456,1,0,0
7235812521,16999,2006,264552,,manual,,other,silver,,clean,,diesel,ks,ram,2839,1,0,0
7234260836,18995,2010,149000,,automatic,4wd,,,,clean,excellent,diesel,ca,ford,2017,1,1,0
7236367362,10990,2012,137000,6,automatic,4wd,,,,clean,good,gas,sd,gmc,371,0,0,0
7233635623,6500,2010,,6,automatic,4wd,convertible,silver,full-size,clean,good,gas,fl,,248,0,0,0
7237937661,14791,2014,72497,4,other,fwd,sedan,white,,clean,,gas,hi,mini,4267,1,0,0
7240273156,13995,2016,36677,,automatic,,wagon,black,compact,clean,,gas,ca,kia,1790,1,0,0
7240844318,11900,2002,118000,8,automatic,rwd,,black,,clean,good,gas,fl,harley-davidson,856,0,0,0
7240458185,22990,2016,8172,6,other,,pickup,white,,clean,good,other,sc,ford,5046,1,0,0
7237572991,31990,2018,50813,,automatic,,sedan,white,,clean,good,gas,ca,audi,4224,1,0,0
7236765452,8500,2016,71071,,automatic,fwd,sedan,,,clean,,gas,tx,ford,4564,0,1,0
7234776963,6731,2008,156804,,automatic,4wd,,,,clean,,gas,nc,ford,2098,0,1,0
7238689424,13495,2017,59850,,automatic,fwd,,blue,,clean,,gas,wi,volkswagen,1904,0,0,0
7239652401,4900,2013,75922,4,manual,,hatchback,grey,,salvage,good,gas,wa,honda,108,0,0,0
7239923435,3750,2012,159675,,automatic,,wagon,green,compact,clean,,gas,mn,kia,1881,1,0,1
7240100819,21995,2015,70105,6,automatic,4wd,truck,white,,clean,excellent,gas,id,chevrolet,1079,1,1,0
7233602770,14875,2008,26955,,manual,,convertible,black,,clean,,gas,ca,saturn,2432,1,0,0
7236819509,8500,2011,98366,8,automatic,rwd,sedan,blue,,clean,,gas,fl,hyundai,4221,1,0,0
7237754057,4500,2009,115000,4,automatic,fwd,SUV,silver,,clean,excellent,gas,wa,saturn,351,0,0,0
7235942738,8900,2013,96000,,automatic,,,,,clean,,hybrid,mi,chevrolet,370,1,0,0
7237632937,4895,2007,,8,automatic,rwd,SUV,grey,full-size,clean,good,gas,tx,ford,1373,0,0,0
7237661269,11715,2014,120271,6,automatic,fwd,SUV,custom,full-size,clean,,gas,nv,ford,,0,0,0
7235922809,16990,2014,174022,,automatic,,other,white,,clean,,gas,,ram,1473,1,0,1
7240113812,27964,2019,36089,,automatic,fwd,SUV,silver,,clean,,gas,tx,gmc,5421,0,0,0
7225345780,11998,2015,80449,4,automatic,fwd,sedan,blue,,clean,,gas,or,chrysler,3433,0,0,0
7240201254,2800,2003,158000,,automatic,,,,,clean,,hybrid,ca,toyota,77,0,0,0
7238130639,14997,2014,108089,8,automatic,rwd,,white,,clean,,,fl,ford,4069,0,0,0
7239724266,9500,2015,117000,4,automatic,fwd,sedan,grey,mid-size,clean,excellent,gas,dc,toyota,545,0,0,0
7230828219,12800,2013,,,automatic,,,,,clean,,gas,tn,hyundai,617,0,1,0
7239250474,6200,2007,90000,4,automatic,,sedan,black,mid-size,clean,good,gas,nh,honda,128,0,0,0
7239951415,21900,2011,248330,8,automatic,4wd,truck,white,full-size,clean,good,diesel,ks,gmc,1213,0,0,0
7232434158,26990,2012,11988,8,other,4wd,pickup,,,clean,good,gas,mo,ram,4526,1,0,0
7237405701,14687,2017,72521,4,automatic,,SUV,silver,,clean,,,nj,subaru,1045,1,0,0
7229967798,14300,2017,,4,automatic,fwd,sedan,red,compact,clean,like new,gas,fl,nissan,317,0,0,0
7224736214,12990,2015,45256,6,other,fwd,sedan,silver,,clean,good,gas,ks,chevrolet,4472,1,0,0
7231458516,3500,2012,140,4,automatic,fwd,sedan,grey,compact,clean,excellent,gas,fl,nissan,216,0,0,0
